ID,TIPO,NM_MUNICIPIO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LAT,LONG,ALT
16090,URBANO,ITAÓCA,SÃO PAULO,1,5,CIDADE,ITAÓCA,-4.88428556815305,-2.4642594234804,1.70377897
16091,URBANO,ITAÓCA,SÃO PAULO,6,1,AUI,FAZENDA,-4.88050709270242,-2.46532763004217,1.51010819
16092,URBANO,ITAÓCA,SÃO PAULO,6,2,AUI,PAVÃO,-4.88934376746301,-2.46670938950726,1.5365745
16093,URBANO,ITAÓCA,SÃO PAULO,6,3,AUI,CARACAS,-4.8874517448509,-2.46036296396398,2.06948769
16094,URBANO,ITAÓCA,SÃO PAULO,6,4,AUI,LAGEADO,-4.8785038471673,-2.46434671226227,1.59520983
16095,URBANO,ITAPECERICA DA SERRA,SÃO PAULO,1,5,CIDADE,ITAPECERICA DA SERRA,-4.68505519668521,-2.3715357,9.05950269
16096,URBANO,ITAPETININGA,SÃO PAULO,1,5,CIDADE,ITAPETININGA,-4.80461428954547,-2.35878725,6.68679162
16097,URBANO,ITAPETININGA,SÃO PAULO,2,8,VILA,CONCEIÇÃO,-4.81044882303733,-2.37033633150873,6.71469085
16098,URBANO,ITAPETININGA,SÃO PAULO,2,15,VILA,GRAMADINHO,-4.813223593718,-2.37700177384438,6.8649665
16099,URBANO,ITAPETININGA,SÃO PAULO,6,1,AUI,BAIRRO GRAMADÃO,-4.81820757683597,-2.38412173307269,6.31090913
16100,URBANO,ITAPETININGA,SÃO PAULO,2,20,VILA,MORRO DO ALTO,-4.79559389697631,-2.34806643721677,6.76250255
16101,URBANO,ITAPETININGA,SÃO PAULO,2,25,VILA,RECHAN,-4.83167309177049,-2.35953797735052,6.0955099
16102,URBANO,ITAPETININGA,SÃO PAULO,2,30,VILA,TUPY,-4.82297021979392,-2.35436605308821,7.08897777
16103,URBANO,ITAPETININGA,SÃO PAULO,2,35,VILA,VARGINHA,-4.81997945183463,-2.3727896162436,6.40011368
16104,URBANO,ITAPEVA,SÃO PAULO,1,5,CIDADE,ITAPEVA,-4.88773891590654,-2.39834379992987,6.90315858
16105,URBANO,ITAPEVA,SÃO PAULO,2,11,VILA,ALTO DA BRANCAL,-4.88007391008976,-2.41160831986839,9.01550836
16106,URBANO,ITAPEVA,SÃO PAULO,2,13,VILA,AREIA BRANCA,-4.86272874273364,-2.40646379992968,7.94716753
16107,URBANO,ITAPEVA,SÃO PAULO,2,15,VILA,GUARIZINHO,-4.88506974100455,-2.37103983764956,6.81703648
16108,RURAL,ITAPEVI,SÃO PAULO,1,5,CIDADE,ITAPEVI,-4.69333728634881,-2.3546934,7.43050723
16109,URBANO,ITAPIRA,SÃO PAULO,1,5,CIDADE,ITAPIRA,-4.68212480111337,-2.24360054993337,6.48925594
16110,URBANO,ITAPIRA,SÃO PAULO,6,1,AUI,PONTE PRETA,-4.66822274289362,-2.24711659993329,6.74598907
16111,URBANO,ITAPIRA,SÃO PAULO,2,10,VILA,BARÃO ATALIBA NOGUEIRA,-4.67461746065918,-2.23880879993348,6.3214466
16112,URBANO,ITAPIRA,SÃO PAULO,2,15,VILA,ELEUTÉRIO,-4.67243452479481,-2.23282849993363,7.14935692
16113,URBANO,ITAPIRAPUÃ PAULISTA,SÃO PAULO,1,5,CIDADE,ITAPIRAPUÃ PAULISTA,-4.91721656552808,-2.45715534992858,5.70517105
16114,RURAL,ITAPIRAPUÃ PAULISTA,SÃO PAULO,3,1,POVOADO,VARGEM,-4.92234210173863,-2.44945240440384,7.21839951
16115,URBANO,ITÁPOLIS,SÃO PAULO,1,5,CIDADE,ITÁPOLIS,-4.88133919855384,-2.15947039943537,4.89880861
16116,URBANO,ITÁPOLIS,SÃO PAULO,6,1,AUI,BRANCO PERES,-4.87626829367936,-2.15356533782951,5.06619971
16117,URBANO,ITÁPOLIS,SÃO PAULO,6,2,AUI,VILA CAJADO,-4.87705281905792,-2.15195954993554,4.93584571
16118,URBANO,ITÁPOLIS,SÃO PAULO,2,10,VILA,NOVA AMÉRICA,-4.86905652168681,-2.15171550716771,5.43397768
16119,URBANO,ITÁPOLIS,SÃO PAULO,2,15,VILA,TAPINAS,-4.87887959138315,-2.1444110293607,4.74014733
16120,URBANO,ITÁPOLIS,SÃO PAULO,6,3,AUI,MONJOLINHO,-4.88422541667913,-2.14805169993564,5.3608881
16121,URBANO,ITAPORANGA,SÃO PAULO,1,5,CIDADE,ITAPORANGA,-4.94843963120809,-2.37034999431633,5.45303648
16122,URBANO,ITAPUÍ,SÃO PAULO,1,5,CIDADE,ITAPUÍ,-4.87188741595351,-2.22321276250437,4.58503121
16123,URBANO,ITAPUÍ,SÃO PAULO,6,4,AUI,REVAL,-4.87082311903783,-2.22426922451139,4.74088218
16124,URBANO,ITAPUÍ,SÃO PAULO,6,2,AUI,PAMONHA,-4.86939797449659,-2.23082106885184,4.982501
16125,URBANO,ITAPUÍ,SÃO PAULO,6,1,AUI,CLUBE DE CAMPO,-4.87108067296498,-2.23118790429267,4.91916861
16126,URBANO,ITAPUÍ,SÃO PAULO,6,5,AUI,TERRAS DE SANTA MARIA,-4.87630713104775,-2.2230255290995,4.65504491
16127,URBANO,ITAPUÍ,SÃO PAULO,6,3,AUI,POLI FRIGOR,-4.87067166823035,-2.22468379973459,5.03028565
16128,URBANO,ITAPURA,SÃO PAULO,1,5,CIDADE,ITAPURA,-5.15099693695097,-2.06398257755739,2.99545482
16129,RURAL,ITAQUAQUECETUBA,SÃO PAULO,1,5,CIDADE,ITAQUAQUECETUBA,-4.63516031409654,-2.34768975,7.62254422
16130,URBANO,ITARARÉ,SÃO PAULO,1,5,CIDADE,ITARARÉ,-4.93361197139295,-2.411213796,7.34126656
16131,URBANO,ITARARÉ,SÃO PAULO,2,25,VILA,PEDRA BRANCA DE ITARARÉ,-4.92853374749697,-2.39577176175976,5.81332332
16132,URBANO,ITARARÉ,SÃO PAULO,2,30,VILA,SANTA CRUZ DOS LOPES,-4.94977439353828,-2.39488798366414,5.06762155
16133,URBANO,ITARIRI,SÃO PAULO,1,5,CIDADE,ITARIRI,-4.71757260565555,-2.4292005633897,6.0115441
16134,URBANO,ITARIRI,SÃO PAULO,6,1,AUI,AREIA BRANCA,-4.71237759760814,-2.42557368636584,9.06489041
16135,URBANO,ITARIRI,SÃO PAULO,2,10,VILA,ANA DIAS,-4.70666717587564,-2.4300073181685,1.06835808
16136,URBANO,ITARIRI,SÃO PAULO,6,3,AUI,NOVA ITARIRI,-4.70478274070438,-2.42809580019055,7.09445865
16137,URBANO,ITARIRI,SÃO PAULO,6,4,AUI,CARAMINGUAVA,-4.70296466354725,-2.4308326602262,1.05033772
16138,URBANO,ITATIBA,SÃO PAULO,1,5,CIDADE,ITATIBA,-4.68375578529412,-2.30048529993206,7.66774274
16139,RURAL,ITATIBA,SÃO PAULO,3,10,LUGAREJO,CONDOMÍNIO BEIJA-FLOR,-4.67387273915107,-2.30339406436339,7.81495966
16140,RURAL,ITATIBA,SÃO PAULO,3,6,LUGAREJO,CONDOMÍNIO SUMMERTIME,-4.6706571948132,-2.29576728289669,7.68870161
16141,RURAL,ITATIBA,SÃO PAULO,3,7,LUGAREJO,TERRAS DE SAN MARCO,-4.67244744122935,-2.29713237260767,7.82719395
16142,RURAL,ITATIBA,SÃO PAULO,3,8,LUGAREJO,RECANTO BEIRA RIO,-4.67339024850145,-2.29785689946355,7.42722288
16143,RURAL,ITATIBA,SÃO PAULO,3,14,LUGAREJO,CHÁCARAS SAN MARTIN I,-4.67322375044401,-2.30276361792654,7.97910701
16144,URBANO,ITATINGA,SÃO PAULO,1,5,CIDADE,ITATINGA,-4.86133802692841,-2.31042734016774,8.39321266
16145,URBANO,ITATINGA,SÃO PAULO,6,1,AUI,ENGENHEIRO SERRA,-4.87300536977412,-2.31178833688016,8.39116283
16146,URBANO,ITATINGA,SÃO PAULO,6,2,AUI,RECANTOS DOS CAMBARÁS,-4.86453115522734,-2.32708264213337,6.07862588
16147,URBANO,ITATINGA,SÃO PAULO,2,10,VILA,LOBO,-4.86845616393491,-2.29982686007959,7.71407401
16148,URBANO,ITIRAPINA,SÃO PAULO,1,5,CIDADE,ITIRAPINA,-4.78198848666073,-2.22539679738051,7.62112452
16149,URBANO,ITIRAPINA,SÃO PAULO,6,1,AUI,BALNEÁRIO SANTO ANTÔNIO E VIVENDA DO BROA,-4.78940987840522,-2.21701748218077,7.43015091
16150,URBANO,ITIRAPINA,SÃO PAULO,6,4,AUI,VILA PINHAL,-4.78776701263111,-2.21936504097944,7.3068201
16151,URBANO,ITIRAPINA,SÃO PAULO,6,3,AUI,NÚCLEO URBANO DO PLANALTO DA SERRA VERDE,-4.77217642676754,-2.22343431372872,8.31059405
16152,URBANO,ITIRAPINA,SÃO PAULO,6,2,AUI,ESTÂNCIA DE UBÁ,-4.77990459140903,-2.23012646159444,7.14042532
16153,URBANO,ITIRAPINA,SÃO PAULO,2,10,VILA,ITAQUERI DA SERRA,-4.7915699897345,-2.23413812572206,9.09630972
16154,URBANO,ITIRAPUÃ,SÃO PAULO,1,5,CIDADE,ITIRAPUÃ,-4.72199528848551,-2.06424265297474,8.67039154
16155,URBANO,ITOBI,SÃO PAULO,1,5,CIDADE,ITOBI,-4.69734186541802,-2.17349018191477,6.87118494
16156,URBANO,ITU,SÃO PAULO,1,5,CIDADE,ITU,-4.7299749835961,-2.32654425,5.8735891
16157,URBANO,ITU,SÃO PAULO,6,1,AUI,CIDADE NOVA,-4.7333250738337,-2.33818345,6.53561165
16158,URBANO,ITU,SÃO PAULO,6,2,AUI,VILA SWEVIA,-4.73199510483785,-2.3310829,6.57956029
16159,URBANO,ITU,SÃO PAULO,6,3,AUI,JARDIM EMICOL,-4.73319938085853,-2.3315810321919,6.44997694
16160,URBANO,ITU,SÃO PAULO,6,4,AUI,SANTA INÊS,-4.73623771806381,-2.32817135,5.77414624
16161,URBANO,ITU,SÃO PAULO,6,5,AUI,SÍTIO MACAQUE,-4.74049094247401,-2.3238658,5.43066479
16162,URBANO,ITU,SÃO PAULO,6,6,AUI,CHÁCARA BERRO D'ÁGUA,-4.72504952817122,-2.34142701703257,7.9657595
16163,URBANO,ITU,SÃO PAULO,6,7,AUI,CHÁCARA PORTAL DO ÉDEN,-4.73503897965457,-2.33998235,6.13264402
16164,URBANO,ITU,SÃO PAULO,6,8,AUI,JARDIM MARTINS,-4.73452838369361,-2.3388985,6.5896477
16165,URBANO,ITU,SÃO PAULO,6,9,AUI,CHÁCARA HARMONIA,-4.73179115162479,-2.3397115,6.50219079
16166,URBANO,ITU,SÃO PAULO,6,10,AUI,SÍTIO RINCÃO,-4.73049032456102,-2.33563535,6.45366814
16167,RURAL,ITU,SÃO PAULO,3,1,LUGAREJO,ESTÂNCIA VILA VERDE,-4.74251584093856,-2.32410357288652,5.61122389
16168,RURAL,ITU,SÃO PAULO,3,2,LUGAREJO,TERRAS DE SANTA MARIA,-4.71717665109086,-2.3388862152107,7.91617616
16169,RURAL,ITU,SÃO PAULO,3,3,LUGAREJO,CHÁCARAS SANTA HORTÊNCIA,-4.71793303661631,-2.34127326139034,7.30645758
16170,RURAL,ITU,SÃO PAULO,3,4,LUGAREJO,TERRAS DE SANTA CAROLINA,-4.7301121843377,-2.33503282447195,6.57518517
16171,RURAL,ITU,SÃO PAULO,3,5,LUGAREJO,PARAÍSO MARRIOT,-4.72955929436005,-2.3360121663351,6.4059914
16172,RURAL,ITU,SÃO PAULO,3,6,LUGAREJO,JARDIM VILA VERDE,-4.73515299827802,-2.33272544680567,6.02691085
16173,URBANO,ITU,SÃO PAULO,6,11,AUI,CHAPADA DE ITU,-4.73274478127699,-2.3308894,6.44286307
16174,URBANO,ITU,SÃO PAULO,6,12,AUI,VILA REAL DE ITU,-4.73878854015429,-2.32676645,6.14714701
16175,RURAL,ITU,SÃO PAULO,3,7,LUGAREJO,SEM DENOMINAÇÃO,-4.73716754855447,-2.32460625793018,5.42277508
16176,URBANO,ITU,SÃO PAULO,6,13,AUI,RESIDENCIAL SETE QUEDAS E CHÁCARAS SETE QUEDAS,-4.73470374452827,-2.32184425,5.45175968
16177,RURAL,ITU,SÃO PAULO,3,8,LUGAREJO,JARDIM BRASÍLIA,-4.7351197411103,-2.32312081826528,5.31588698
16178,URBANO,ITU,SÃO PAULO,6,14,AUI,SÍTIO SÃO CRISTÓVÃO,-4.73804761081378,-2.32333985,5.37706892
16179,RURAL,ITU,SÃO PAULO,3,9,LUGAREJO,SEM DENOMINAÇÃO,-4.71460212104843,-2.32497567081003,8.30410256
16180,RURAL,ITU,SÃO PAULO,3,10,LUGAREJO,CHÁCARAS PURÍ,-4.71534465308426,-2.34053625503456,7.27425347
16181,RURAL,ITU,SÃO PAULO,3,11,LUGAREJO,FAZENDA DA MATA II,-4.72164118782854,-2.33840228316406,7.67367325
16182,RURAL,ITU,SÃO PAULO,3,12,LUGAREJO,FAZENDA DA MATA I,-4.72181819214051,-2.33930267847162,7.5404622
16183,RURAL,ITU,SÃO PAULO,3,13,LUGAREJO,TERRAS DE SÃO JOÃO,-4.72319753363431,-2.33850050941794,7.15682068
16184,URBANO,ITU,SÃO PAULO,6,15,AUI,TERRAS DE SANTA CECÍLIA,-4.72762499443223,-2.3342496,6.50009469
16185,RURAL,ITU,SÃO PAULO,3,14,LUGAREJO,RECANTO DOS EUCALIPTOS,-4.72506840520156,-2.33914670115563,7.03115984
16186,RURAL,ITU,SÃO PAULO,3,15,LUGAREJO,SÍTIO EL DOURADO,-4.72821792763817,-2.33787660015396,6.86910486
16187,RURAL,ITU,SÃO PAULO,3,16,LUGAREJO,CHÁCARAS MONTE VERDE,-4.72756097060397,-2.33686192073733,6.66672416
16188,RURAL,ITU,SÃO PAULO,3,17,LUGAREJO,PORTAL DOS EUCALIPTOS,-4.72664601429502,-2.34025806205428,7.30755525
16189,RURAL,ITU,SÃO PAULO,3,18,LUGAREJO,RESIDENCIAL SHAMBALLA VILLAGE,-4.72732475073791,-2.34103489551082,7.08716407
16190,URBANO,ITU,SÃO PAULO,6,16,AUI,SÍTIO SÃO JOSÉ,-4.73245457124506,-2.339673,6.20822234
16191,URBANO,ITU,SÃO PAULO,6,17,AUI,PARQUE RESIDENCIAL KURUMIN,-4.73093711921913,-2.3414841,7.0317239
16192,RURAL,ITU,SÃO PAULO,3,19,LUGAREJO,TERRAS DE SANTA ELIZABETH,-4.73268835813377,-2.34348235783367,5.86217729
16193,URBANO,ITUPEVA,SÃO PAULO,1,5,CIDADE,ITUPEVA,-4.70557011520917,-2.31534096261863,6.72327149
16194,URBANO,ITUPEVA,SÃO PAULO,6,1,AUI,JARDIM VITÓRIA,-4.70863187335235,-2.31413458461068,6.66412482
16195,RURAL,ITUPEVA,SÃO PAULO,3,1,LUGAREJO,MINAS DE INHANDJARA,-4.70198596172014,-2.31329996818183,7.28497326
16196,URBANO,ITUPEVA,SÃO PAULO,6,18,AUI,RESIDENCIAL FAZENDA DA GRAMA,-4.7057983227893,-2.30562716516736,6.68256371
16197,URBANO,ITUPEVA,SÃO PAULO,6,2,AUI,BARÃO DA BOA VISTA,-4.70344722975024,-2.30754480231266,7.05808774
16198,RURAL,ITUPEVA,SÃO PAULO,3,2,LUGAREJO,NEW PARK TENNIS,-4.70145654865681,-2.31890414602346,7.0904961
16199,RURAL,ITUPEVA,SÃO PAULO,3,3,LUGAREJO,VALE DAS PEDRAS,-4.70846226020658,-2.31502362330459,7.16456235
16200,URBANO,ITUPEVA,SÃO PAULO,6,3,AUI,COLINAS DE INHANDJARA,-4.70721634702532,-2.31328715026056,6.84932016
16201,RURAL,ITUPEVA,SÃO PAULO,3,4,POVOADO,GUACURI,-4.70752604701889,-2.32113557076732,7.41974728
16202,URBANO,ITUPEVA,SÃO PAULO,6,4,AUI,RESIDENCIAL RIO DAS PEDRAS,-4.70786297187861,-2.31339797791441,6.79949768
16203,URBANO,ITUPEVA,SÃO PAULO,6,5,AUI,CONDOMÍNIO TERRAS DE SANTA TEREZA,-4.70413847049656,-2.30660648551985,6.74239573
16204,URBANO,ITUPEVA,SÃO PAULO,6,19,AUI,CONDOMÍNIO VILLAGE AMBIENTAL HORIZONTE AZUL,-4.71303561176002,-2.31335040749551,7.11803846
16205,URBANO,ITUPEVA,SÃO PAULO,6,6,AUI,RESIDENCIAL PAINEIRAS,-4.70268388414883,-2.31672049800007,7.36998729
16206,URBANO,ITUPEVA,SÃO PAULO,6,7,AUI,CONDOMÍNIO INDUSTRIAL PAINEIRAS,-4.7017764068445,-2.31668341527731,6.87158613
16207,URBANO,ITUPEVA,SÃO PAULO,6,8,AUI,RESIDENCIAL ROMA,-4.70221563966295,-2.31798151990913,7.25800352
16208,URBANO,ITUPEVA,SÃO PAULO,6,9,AUI,RESIDENCIAL PARQUE DAS VIDEIRAS,-4.70245187438642,-2.31836765163658,7.37430194
16209,URBANO,ITUPEVA,SÃO PAULO,6,17,AUI,PORTAL DAS MANGAS,-4.70854086590375,-2.31440167539732,6.74199926
16210,URBANO,ITUPEVA,SÃO PAULO,6,10,AUI,RESIDENCIAL PHYTUS,-4.70631012884244,-2.32327929731722,7.89011673
16211,URBANO,ITUPEVA,SÃO PAULO,6,11,AUI,RESIDENCIAL POLLYANA,-4.70668114258825,-2.31928894233031,7.35996259
16212,URBANO,ITUPEVA,SÃO PAULO,6,12,AUI,RESIDENCIAL MONTES CLAROS,-4.70754568889398,-2.31883651484298,7.53657755
16213,URBANO,ITUPEVA,SÃO PAULO,6,13,AUI,RESIDENCIAL INDUIÁ ECOPARK,-4.70999001838232,-2.31547976334822,7.07644229
16214,URBANO,ITUPEVA,SÃO PAULO,6,14,AUI,RESIDENCIAL VILA APARECIDA I E II,-4.7123692761254,-2.31137044915339,6.15285013
16215,URBANO,ITUPEVA,SÃO PAULO,6,15,AUI,RESIDENCIAL ABI-ARAM,-4.7051586568467,-2.31394623876374,7.32216358
16216,URBANO,ITUPEVA,SÃO PAULO,6,16,AUI,RESIDENCIAL LOTEAMENTO DA PRATA,-4.70689863717328,-2.30662171123129,6.93944343
16217,URBANO,ITUVERAVA,SÃO PAULO,1,5,CIDADE,ITUVERAVA,-4.7780415655389,-2.03362879658708,6.09819855
16218,RURAL,ITUVERAVA,SÃO PAULO,3,1,POVOADO,APARECIDA DO SALTO,-4.80009428095122,-2.03218808215658,5.42192362
16219,URBANO,ITUVERAVA,SÃO PAULO,2,10,VILA,CAPIVARI DA MATA,-4.76824955934877,-2.03620925,6.66560467
16220,URBANO,ITUVERAVA,SÃO PAULO,2,15,VILA,SÃO BENEDITO DA CACHOEIRINHA,-4.78729644703626,-2.02459881729053,5.61896435
16221,URBANO,JABORANDI,SÃO PAULO,1,5,CIDADE,JABORANDI,-4.84134449206286,-2.06872244993758,5.04204836
16222,URBANO,JABOTICABAL,SÃO PAULO,1,5,CIDADE,JABOTICABAL,-4.83203497512575,-2.12544714993619,5.94409941
16223,URBANO,JABOTICABAL,SÃO PAULO,2,10,VILA,CÓRREGO RICO,-4.82636531979138,-2.1289663999361,5.55019977
16224,RURAL,JABOTICABAL,SÃO PAULO,3,16,NÚCLEO,USINA SÃO CARLOS,-4.81765800963525,-2.12822639035843,5.29518103
16225,RURAL,JABOTICABAL,SÃO PAULO,3,23,NÚCLEO,USINA SANTA ADÉLIA,-4.82986169997911,-2.13398587572898,5.76305057
16226,URBANO,JABOTICABAL,SÃO PAULO,2,15,VILA,LUSITÂNIA,-4.82770653251847,-2.11264199993649,5.59154985
16227,URBANO,JACAREÍ,SÃO PAULO,1,5,CIDADE,JACAREÍ,-4.59695932044094,-2.33048804993137,5.72585517
16228,URBANO,JACAREÍ,SÃO PAULO,6,1,AUI,PAGADOR DE ANDRADE,-4.60050221565975,-2.32162094993158,5.90546455
16229,URBANO,JACAREÍ,SÃO PAULO,6,9,AUI,22 DE ABRIL,-4.60695878085765,-2.32669025332796,5.99488808
16230,URBANO,JACAREÍ,SÃO PAULO,6,4,AUI,RESSACA-CEPINHO,-4.59820588101033,-2.32728909993145,5.6475012
16231,URBANO,JACAREÍ,SÃO PAULO,6,10,AUI,AVIBRÁS,-4.58223942940339,-2.33276144993133,6.28490534
16232,URBANO,JACAREÍ,SÃO PAULO,6,8,AUI,RECANTO DOS PÁSSAROS,-4.60762876731964,-2.32409489997668,6.85316856
16233,URBANO,JACAREÍ,SÃO PAULO,6,7,AUI,VISTA AZUL,-4.60838079029881,-2.32449655002844,6.64790723
16234,URBANO,JACAREÍ,SÃO PAULO,6,6,AUI,ÁGUAS DE IGARATÁ,-4.60760922735381,-2.32101039990734,6.21
16235,URBANO,JACAREÍ,SÃO PAULO,6,3,AUI,URBANOVA,-4.59596592708373,-2.32107134732168,5.71070806
16236,URBANO,JACAREÍ,SÃO PAULO,2,7,VILA,PARQUE MEIA LUA,-4.59634289481733,-2.32663454993147,5.63747671
16237,URBANO,JACAREÍ,SÃO PAULO,2,10,VILA,SÃO SILVESTRE DE JACAREÍ,-4.60177102116315,-2.33639600548017,5.77320263
16238,URBANO,JACAREÍ,SÃO PAULO,6,2,AUI,VALE ENCANTADO,-4.60407704206381,-2.33760534993122,5.75735685
16239,URBANO,JACI,SÃO PAULO,1,5,CIDADE,JACI,-4.95733446115317,-2.08840851331179,5.41932229
16240,URBANO,JACUPIRANGA,SÃO PAULO,1,5,CIDADE,JACUPIRANGA,-4.80047045115401,-2.46981502809578,4.04204442
16241,URBANO,JAGUARIÚNA,SÃO PAULO,1,5,CIDADE,JAGUARIÚNA,-4.69823434662879,-2.27067819581976,5.71138466
16242,URBANO,JAGUARIÚNA,SÃO PAULO,6,1,AUI,NÚCLEO URBANO PARQUE ANA HELENA,-4.69449428705849,-2.26599936540895,6.05460808
16243,URBANO,JAGUARIÚNA,SÃO PAULO,6,2,AUI,GUEDES,-4.69734188651257,-2.26645432646252,5.80507647
16244,URBANO,JAGUARIÚNA,SÃO PAULO,6,3,AUI,CHÁCARA SANTO ANTÔNIO DO JARDIM,-4.69393985677856,-2.26754443044354,6.57320385
16245,URBANO,JAGUARIÚNA,SÃO PAULO,6,4,AUI,CHÁCARAS BOM JARDIM,-4.69562320128696,-2.26852402088753,5.8868796
16246,URBANO,JAGUARIÚNA,SÃO PAULO,6,5,AUI,CHÁCARAS RECREIO FLORESTA,-4.70642112878882,-2.26674293795252,5.77261634
16247,URBANO,JALES,SÃO PAULO,1,5,CIDADE,JALES,-5.05503561990428,-2.02678530475,4.80696124
16248,URBANO,JAMBEIRO,SÃO PAULO,1,5,CIDADE,JAMBEIRO,-4.56936551245799,-2.32565768668366,7.02434015
16249,URBANO,JANDIRA,SÃO PAULO,1,5,CIDADE,JANDIRA,-4.69052211417411,-2.3529939,7.55572076
16250,URBANO,JARDINÓPOLIS,SÃO PAULO,1,5,CIDADE,JARDINÓPOLIS,-4.77653529285234,-2.1022457,5.81102968
16251,URBANO,JARDINÓPOLIS,SÃO PAULO,6,1,AUI,ESTÂNCIA BEIRA RIO,-4.78140824397503,-2.10569229418843,5.67617758
16252,URBANO,JARDINÓPOLIS,SÃO PAULO,2,10,VILA,JURUCÊ,-4.77463443501762,-2.10651384051476,5.90986433
16253,URBANO,JARINU,SÃO PAULO,1,5,CIDADE,JARINU,-4.67382709354058,-2.31030625,7.94678518
16254,URBANO,JARINU,SÃO PAULO,6,1,AUI,CHÁCARA JK E TERRAS DE DOM PEDRO,-4.6704379941692,-2.30630825,8.04216123
16255,URBANO,JARINU,SÃO PAULO,6,2,AUI,ESTÂNCIA ALVORADA,-4.66987857863916,-2.3130128,7.92773912
16256,URBANO,JARINU,SÃO PAULO,6,3,AUI,ESTÂNCIA BELA VISTA - YPORANGA,-4.6684817086513,-2.31574245,8.32299448
16257,URBANO,JARINU,SÃO PAULO,6,4,AUI,ESTÂNCIA SÃO MIGUEL,-4.66916099344139,-2.3166439,8.4301459
16258,URBANO,JARINU,SÃO PAULO,6,5,AUI,ESTÂNCIA DIORY,-4.66595222199298,-2.3171922790384,8.5366245
16259,URBANO,JARINU,SÃO PAULO,6,6,AUI,CHÁCARA SANTO ANTÔNIO,-4.66889727030281,-2.31839775,8.39307982
16260,URBANO,JARINU,SÃO PAULO,6,7,AUI,ESTÂNCIA SÃO PAULO,-4.67094931301964,-2.32008531521625,7.99705708
16261,URBANO,JARINU,SÃO PAULO,6,8,AUI,VALE ESMERALDA,-4.67343630930722,-2.31755465,8.69431999
16262,URBANO,JARINU,SÃO PAULO,6,9,AUI,BAIRRO MARACANÃ,-4.67236191740103,-2.3171857,8.76507103
16263,URBANO,JARINU,SÃO PAULO,6,10,AUI,CAMPO DO REALENGO,-4.67246831498192,-2.3160859,8.12450697
16264,URBANO,JARINU,SÃO PAULO,6,11,AUI,PEDREGULHO,-4.67496737517112,-2.3175174,8.49242701
16265,URBANO,JARINU,SÃO PAULO,6,12,AUI,CHÁCARA CANAÃ - PARQUE UE - YRAMAIA - RECANTO CAMPO VERDE,-4.67686853307262,-2.31730690831047,8.23432812
16266,URBANO,JARINU,SÃO PAULO,6,13,AUI,RECREIO MORE,-4.67914530342303,-2.31429185,7.76999962
16267,URBANO,JARINU,SÃO PAULO,6,14,AUI,BAIRRO PITANGA,-4.67729462694546,-2.3124738,7.82135205
16268,URBANO,JARINU,SÃO PAULO,6,15,AUI,SEBASTIÃO,-4.67396755908293,-2.31351545,8.28703941
16269,URBANO,JARINU,SÃO PAULO,6,16,AUI,PARQUE DAS VIDEIRAS E ESTÂNCIAS SÃO LUIZ,-4.67213516743758,-2.31355635,7.77967879
16270,URBANO,JARINU,SÃO PAULO,6,17,AUI,ESTÂNCIA COMANDANTE BAIRROS - ESTÂNCIAS MARIA LUIZA,-4.67204476551315,-2.31416045,7.94714536
16271,URBANO,JARINU,SÃO PAULO,6,18,AUI,ESTÂNCIA SANTA LUCIA/WEEKEND - CAMPOS DE JOÃO LUCIO,-4.67058830128205,-2.3144223,7.96634054
16272,URBANO,JARINU,SÃO PAULO,6,19,AUI,ESTÂNCIA NOSSA SENHORA APARECIDA - ESTÂNCIA SÃO JOÃO,-4.67015015619953,-2.31580445,8.12144235
16273,URBANO,JARINU,SÃO PAULO,6,20,AUI,RECANTO DO SOL,-4.67500932275712,-2.31621045,8.21862214
16274,URBANO,JARINU,SÃO PAULO,6,21,AUI,TERRAS DE JARINU,-4.66983743878568,-2.32034904704323,8.20376783
16275,URBANO,JARINU,SÃO PAULO,6,22,AUI,LAGOS DE JARINU,-4.66927934660599,-2.3060177,7.76574627
16276,URBANO,JARINU,SÃO PAULO,6,23,AUI,CAMBARAH,-4.67526100077213,-2.31662455,8.44634731
16277,URBANO,JAÚ,SÃO PAULO,1,5,CIDADE,JAÚ,-4.85581413878331,-2.229579099,5.2628819
16278,URBANO,JAÚ,SÃO PAULO,6,2,AUI,ASH - LA - RA/VILLAGE COLINA,-4.85309850989688,-2.224494702,5.96241505
16279,URBANO,JAÚ,SÃO PAULO,6,4,AUI,ESTÂNCIA SOAVE,-4.85273948492111,-2.223195903,5.34640158
16280,URBANO,JAÚ,SÃO PAULO,6,1,AUI,ÁGUA DE SANTA JOVITA,-4.84724184363648,-2.2271975505,6.81536732
16281,URBANO,JAÚ,SÃO PAULO,6,7,AUI,RIACHO DOCE,-4.850103932458,-2.2293337525709,6.12981745
16282,URBANO,JAÚ,SÃO PAULO,6,3,AUI,CONDOMÍNIO PRIMAVERA,-4.85799801825118,-2.2264536485,5.5892435
16283,URBANO,JAÚ,SÃO PAULO,6,5,AUI,MORADA DO SOL,-4.85149702646272,-2.22000545744919,6.29723112
16284,URBANO,JAÚ,SÃO PAULO,6,8,AUI,VILA RIBEIRO,-4.85915759621286,-2.2369273515,5.1358937
